,Image,Label
22617,7427608f-e981-4d2a-8683-c6ff0d0be911___Com.G_TgS_FL 1030.JPG,Target_Spot
22618,74291371-261f-4908-b791-79af20fae776___Com.G_TgS_FL 8212.JPG,Target_Spot
22619,742c5518-9886-4d9c-98fd-ec5d18fd0275___Com.G_TgS_FL 8356.JPG,Target_Spot
22620,743a5697-c7ed-4fa1-8b88-717d614175aa___Com.G_TgS_FL 8072.JPG,Target_Spot
22621,74aecabd-84ee-44f2-8a1f-695f17e15530___Com.G_TgS_FL 1076.JPG,Target_Spot
22622,75243ce6-3b50-40cd-916f-55ff316529ef___Com.G_TgS_FL 7968.JPG,Target_Spot
22623,755bfb4c-6d92-4a7f-814f-62615df4285e___Com.G_TgS_FL 9713.JPG,Target_Spot
22624,75631753-160d-48e2-ab6a-30649f66b044___Com.G_TgS_FL 8110.JPG,Target_Spot
22625,7573f1cd-8d38-49f0-9ae3-18a3bd4213e6___Com.G_TgS_FL 0938.JPG,Target_Spot
22626,76b4f612-9baa-4144-8e9d-e5702493f905___Com.G_TgS_FL 8247.JPG,Target_Spot
22627,76cefc70-6454-4dd0-bd4d-fddb3d129bed___Com.G_TgS_FL 1057.JPG,Target_Spot
22628,76ec71bb-3411-4af3-9224-3180cb1ec4ea___Com.G_TgS_FL 8032.JPG,Target_Spot
22629,7723f266-8f6d-421e-ae24-fa6a7b292e13___Com.G_TgS_FL 0818.JPG,Target_Spot
22630,772b737c-6b1f-4216-b44a-6c05b35283cb___Com.G_TgS_FL 8378.JPG,Target_Spot
22631,78439c09-8b69-42ff-8df3-a0eb65b42786___Com.G_TgS_FL 7978.JPG,Target_Spot
22632,789f463a-7f74-4fc4-9eb7-b8a8c3bd3786___Com.G_TgS_FL 1052.JPG,Target_Spot
22633,78e5cdd7-6d20-4666-8483-6a101e0d3fc4___Com.G_TgS_FL 8266.JPG,Target_Spot
22634,79016043-851a-459e-85ee-2c321a5217ce___Com.G_TgS_FL 0725.JPG,Target_Spot
22635,79224155-b8de-45da-b213-bb9097c28eb9___Com.G_TgS_FL 7956.JPG,Target_Spot
22636,7926bc30-a080-4357-a66b-133c5befae23___Com.G_TgS_FL 0847.JPG,Target_Spot
22637,7983eb58-6dce-4cb5-9ec0-e44cafbc41c9___Com.G_TgS_FL 0923.JPG,Target_Spot
22638,7987a98f-192b-48b3-8614-e313b0e41749___Com.G_TgS_FL 8207.JPG,Target_Spot
22639,7990bb22-2130-498a-95d4-b6213e9e8ac6___Com.G_TgS_FL 1056.JPG,Target_Spot
22640,79bcaca1-79ca-4f91-9b00-271062e9cb62___Com.G_TgS_FL 8400.JPG,Target_Spot
22641,79e6e0c0-837b-4705-87b6-96fcb8b79360___Com.G_TgS_FL 8176.JPG,Target_Spot
22642,7a154040-f4a1-4821-989c-d1904eaccf4d___Com.G_TgS_FL 8109.JPG,Target_Spot
22643,7a402c5b-ef94-421f-a7f4-9287ff26cb75___Com.G_TgS_FL 8377.JPG,Target_Spot
22644,7a49ce93-fbda-4a85-95bd-f340c6d6487d___Com.G_TgS_FL 9936.JPG,Target_Spot
22645,7a53588f-b543-4858-a3b5-0e9dab0eaf06___Com.G_TgS_FL 8004.JPG,Target_Spot
22646,7a911998-4bc2-4949-93a1-050d7cedca01___Com.G_TgS_FL 0768.JPG,Target_Spot
22647,7aa8db67-c148-4c40-8ccc-54fc86fdf1ab___Com.G_TgS_FL 9994.JPG,Target_Spot
22648,7ac736c3-34eb-4e85-8f8e-898a8134cabd___Com.G_TgS_FL 0917.JPG,Target_Spot
22649,7af2dbd9-ca90-4d58-862f-f08bc920e908___Com.G_TgS_FL 0657.JPG,Target_Spot
22650,7b199548-cc65-468a-9cf7-51db805dfdeb___Com.G_TgS_FL 1068.JPG,Target_Spot
22651,7b2e0bdd-be6a-4dc9-af86-53def9109eed___Com.G_TgS_FL 0870.JPG,Target_Spot
22652,7b3f0354-12f7-471d-910a-32f3b671f95d___Com.G_TgS_FL 0773.JPG,Target_Spot
22653,7b43a21e-a0cf-49f4-b92c-9b9fd8a3e1c3___Com.G_TgS_FL 7893.JPG,Target_Spot
22654,7b55987c-1cc1-416a-b065-d865f56ede52___Com.G_TgS_FL 0913.JPG,Target_Spot
22655,7b6b9eca-fceb-423b-aaa4-d0007e01cd5c___Com.G_TgS_FL 0933.JPG,Target_Spot
22656,7b6e537a-75bf-4ea0-b89a-088730d7c633___Com.G_TgS_FL 1112.JPG,Target_Spot
22657,7b9b9e43-96e3-470f-b3c1-894db15a868d___Com.G_TgS_FL 0824.JPG,Target_Spot
22658,7bd67c4c-0d39-44c4-8d00-71a23cad441b___Com.G_TgS_FL 9881.JPG,Target_Spot
22659,7bf463d5-e742-43d9-a0d3-08c07adeb456___Com.G_TgS_FL 0897.JPG,Target_Spot
22660,7bfa2366-1fd0-475b-aadf-d72055b6ec29___Com.G_TgS_FL 0850.JPG,Target_Spot
22661,7c32f27e-d346-475b-ad07-75aecc3f0bb7___Com.G_TgS_FL 8098.JPG,Target_Spot
22662,7c74577b-b663-4c28-be70-bbb4c6ae88e6___Com.G_TgS_FL 1111.JPG,Target_Spot
22663,7cc08946-55de-40df-a26c-b1320e55b96e___Com.G_TgS_FL 9808.JPG,Target_Spot
22664,7cd468c6-69dd-43a2-a5b5-b9b38fffd6b3___Com.G_TgS_FL 0732.JPG,Target_Spot
22665,7cf67634-651e-4d5d-ac6e-37003ec89ab9___Com.G_TgS_FL 8364.JPG,Target_Spot
22666,7dbcdc64-8646-4251-8253-22361604a72f___Com.G_TgS_FL 9717.JPG,Target_Spot
22667,7ddd582f-fbfb-4dbb-a73e-bb68f1f864fe___Com.G_TgS_FL 8006.JPG,Target_Spot
22668,7dee92b9-b5b8-4ef7-b2de-81b83e4451e0___Com.G_TgS_FL 7946.JPG,Target_Spot
22669,7e096966-bf6a-48c7-8e98-f5821b57e3a6___Com.G_TgS_FL 8182.JPG,Target_Spot
22670,7e17c9eb-b1ed-4e52-8fe2-02f73d93ed3a___Com.G_TgS_FL 8221.JPG,Target_Spot
22671,7e431685-947c-4ab9-9107-e74f3a02cf83___Com.G_TgS_FL 9974.JPG,Target_Spot
22672,7e65af9a-c384-4674-a069-d4df8cd2c85e___Com.G_TgS_FL 1117.JPG,Target_Spot
22673,7eec3aca-476f-457d-8c0a-5c721a26aa4a___Com.G_TgS_FL 9899.JPG,Target_Spot
22674,7f046d39-6da1-4c04-a3e9-561421a49a11___Com.G_TgS_FL 1023.JPG,Target_Spot
22675,7f97b6e8-dcd8-484c-8eb1-cbadad030d5c___Com.G_TgS_FL 8125.JPG,Target_Spot
22676,7f99bf94-4d5f-467f-a409-3305a21736ec___Com.G_TgS_FL 0982.JPG,Target_Spot
22677,7fa1e7ff-e067-4639-b275-1b2bee9e0100___Com.G_TgS_FL 8100.JPG,Target_Spot
22678,7fd4f12e-758d-4965-a98f-c59bb9983e31___Com.G_TgS_FL 8211.JPG,Target_Spot
22679,7fff26be-4802-4778-97cf-96d5a9e4f127___Com.G_TgS_FL 9981.JPG,Target_Spot
22680,8008e245-fb5d-49e8-82d9-82f3efce0ece___Com.G_TgS_FL 0702.JPG,Target_Spot
22681,802c8015-a04f-438c-b781-f53da69501ea___Com.G_TgS_FL 9906.JPG,Target_Spot
22682,80f9cd5f-bcfe-4543-8535-3e3c3196752c___Com.G_TgS_FL 9813.JPG,Target_Spot
22683,8112bd1c-156b-4780-9a5d-deb028740899___Com.G_TgS_FL 8187.JPG,Target_Spot
22684,8123aa86-c88b-428b-8fa5-f4ebbe16a60b___Com.G_TgS_FL 0834.JPG,Target_Spot
22685,812b8afb-6513-4eb3-aa8e-76270cd261df___Com.G_TgS_FL 0880.JPG,Target_Spot
22686,81639fec-2694-4e2b-a0cd-bbbfc2eb3c7f___Com.G_TgS_FL 8057.JPG,Target_Spot
22687,8189289c-4db4-491f-9b44-e2d3d32fad79___Com.G_TgS_FL 9877.JPG,Target_Spot
22688,81d1e646-7151-40a9-8c98-cbb96e5b2e8a___Com.G_TgS_FL 8160.JPG,Target_Spot
22689,8201420e-f1d6-4ae1-9d30-4e63911f38cc___Com.G_TgS_FL 0788.JPG,Target_Spot
22690,82017ee4-4b39-4a35-a8dd-d00eb37d9a9a___Com.G_TgS_FL 7972.JPG,Target_Spot
22691,82358168-b9f4-499b-8a19-b5dcf8796b61___Com.G_TgS_FL 0997.JPG,Target_Spot
22692,824cf247-344d-446f-9f9c-09d24a0da04c___Com.G_TgS_FL 9735.JPG,Target_Spot
22693,8284cba7-30b7-401d-923d-65f7786d7aae___Com.G_TgS_FL 8333.JPG,Target_Spot
22694,82ba214d-1cf1-4c69-a7f2-4630a9071396___Com.G_TgS_FL 8306.JPG,Target_Spot
22695,82bd3282-8841-4d56-96fb-46047fb86001___Com.G_TgS_FL 0647.JPG,Target_Spot
22696,83012967-2bcc-4af2-bd6c-c26b329fdb55___Com.G_TgS_FL 7966.JPG,Target_Spot
22697,8313b39e-fbf5-466f-b5ca-5830e0b06d73___Com.G_TgS_FL 7865.JPG,Target_Spot
22698,831b4c22-17fe-4241-8515-998650421d31___Com.G_TgS_FL 9876.JPG,Target_Spot
22699,832b624f-9979-497a-9fb0-971073d642b2___Com.G_TgS_FL 1044.JPG,Target_Spot
22700,833f130d-b119-478a-b458-82aa1d78f559___Com.G_TgS_FL 0800.JPG,Target_Spot
22701,839f0c78-eea2-4a82-a483-46f2e671e855___Com.G_TgS_FL 8217.JPG,Target_Spot
22702,83bd6f9a-d5d3-4f7a-a370-089aada223b4___Com.G_TgS_FL 0771.JPG,Target_Spot
22703,83daec94-24b8-46d3-8619-eb0b3ae8877b___Com.G_TgS_FL 8071.JPG,Target_Spot
22704,83f00e62-2e03-45dc-adde-e47fae14e191___Com.G_TgS_FL 9751.JPG,Target_Spot
22705,83fc02cd-8d12-4c82-92fa-ec58feb5a17f___Com.G_TgS_FL 1004.JPG,Target_Spot
22706,840b8b43-83aa-43fa-a275-f917ae86198a___Com.G_TgS_FL 7992.JPG,Target_Spot
22707,841b9730-7ea0-4cae-8735-49f057be9d11___Com.G_TgS_FL 8062.JPG,Target_Spot
22708,84545584-1b1b-4134-bcfd-f71187b6e54a___Com.G_TgS_FL 0734.JPG,Target_Spot
22709,845bb305-82c0-43d2-b227-c9cc0d4146d9___Com.G_TgS_FL 0891.JPG,Target_Spot
22710,8478585d-5f2a-463b-9752-e1f730a31050___Com.G_TgS_FL 1006.JPG,Target_Spot
22711,8493ccf9-30c9-4fa9-8162-9933b8682db8___Com.G_TgS_FL 7882.JPG,Target_Spot
22712,84df451c-1844-4379-ab86-bc61f6b0a343___Com.G_TgS_FL 8128.JPG,Target_Spot
22713,84f66c02-0aa0-40e8-997f-bda251f7979e___Com.G_TgS_FL 7987.JPG,Target_Spot
22714,84f8fd9a-fb45-4322-8ee3-17e42be6b0e0___Com.G_TgS_FL 9773.JPG,Target_Spot
22715,8522865e-5380-428c-a365-059030389ad8___Com.G_TgS_FL 0766.JPG,Target_Spot
22716,856076c1-50ec-478d-81a2-4cb3fd26b5af___Com.G_TgS_FL 0750.JPG,Target_Spot
22717,85d80ed8-3de5-480f-a235-dda0352a65d3___Com.G_TgS_FL 0890.JPG,Target_Spot
22718,86755421-2778-4912-ad6e-5b58132dbf61___Com.G_TgS_FL 8320.JPG,Target_Spot
22719,869801b6-ffd5-4895-82ec-91b59d4aa4de___Com.G_TgS_FL 0948.JPG,Target_Spot
22720,86d175d4-99b2-4967-9464-51bd7c7942bb___Com.G_TgS_FL 9865.JPG,Target_Spot
22721,86fc4cf2-717a-4a8d-a1f1-3234c235a25e___Com.G_TgS_FL 8082.JPG,Target_Spot
22722,87489e27-68d4-476b-810e-c1647cf696c5___Com.G_TgS_FL 0022.JPG,Target_Spot
22723,876808b4-e989-445a-a43b-bd4fd98711bb___Com.G_TgS_FL 0035.JPG,Target_Spot
22724,8775dff7-94da-4c38-91f0-d28ad12b1610___Com.G_TgS_FL 9971.JPG,Target_Spot
22725,87794f12-b113-4064-bdf5-19c79a8077a0___Com.G_TgS_FL 8015.JPG,Target_Spot
22726,87a68b92-1fd4-4cb8-abb2-1e5be151d6c3___Com.G_TgS_FL 0939.JPG,Target_Spot
22727,87b6a20f-1b39-4696-a2a7-5fdcf5dbc4f5___Com.G_TgS_FL 1014.JPG,Target_Spot
22728,87bd85f0-649b-4f89-8f86-35d15460520f___Com.G_TgS_FL 7933.JPG,Target_Spot
22729,87e11f81-b582-488c-8191-ff82b487badc___Com.G_TgS_FL 8305.JPG,Target_Spot
22730,885e2981-bd37-43eb-812a-1a2dcd08ee5e___Com.G_TgS_FL 8154.JPG,Target_Spot
22731,887c5359-fb30-4e3a-86cd-d35bca0699eb___Com.G_TgS_FL 7991.JPG,Target_Spot
22732,887c764a-d253-44c5-bc81-16fc1782cfd9___Com.G_TgS_FL 9957.JPG,Target_Spot
22733,88877f3e-d166-4582-bbca-4b5a42687177___Com.G_TgS_FL 0728.JPG,Target_Spot
22734,8926921f-a06b-4ed7-952c-f4c2333137ed___Com.G_TgS_FL 8403.JPG,Target_Spot
22735,8931b571-1872-4483-8e08-7d9e3d5e6a5e___Com.G_TgS_FL 0858.JPG,Target_Spot
22736,896ad268-fc74-45f5-b80b-ebf70336ef65___Com.G_TgS_FL 7994.JPG,Target_Spot
22737,896c8c3f-6c56-4d7d-910e-3cca0e047f19___Com.G_TgS_FL 0699.JPG,Target_Spot
22738,89e3fc22-17bc-469b-8443-ffb4ed9a0c2f___Com.G_TgS_FL 8168.JPG,Target_Spot
22739,8a3a6a39-5774-4a98-a6a5-9544e425d418___Com.G_TgS_FL 8155.JPG,Target_Spot
22740,8a4784b3-5780-4fe1-8158-9eff6f987d1b___Com.G_TgS_FL 8349.JPG,Target_Spot
22741,8a4995ff-d091-47bc-90d6-eb0c6da66fcf___Com.G_TgS_FL 7876.JPG,Target_Spot
22742,8a56815a-084b-400b-90a2-752be5c71c51___Com.G_TgS_FL 1062.JPG,Target_Spot
22743,8a5b87db-6aa8-4f1b-96bc-a98bcce04b1c___Com.G_TgS_FL 8042.JPG,Target_Spot
22744,8a61a73f-659f-4ebf-95e6-29ecb8184098___Com.G_TgS_FL 8265.JPG,Target_Spot
22745,8a71b39e-03c4-474d-a729-c6c5039c829c___Com.G_TgS_FL 0963.JPG,Target_Spot
22746,8ae9dedf-3ec2-4207-b8b5-eb8978658e68___Com.G_TgS_FL 9675.JPG,Target_Spot
22747,8b006696-91e3-473a-844f-ceae651cdff8___Com.G_TgS_FL 0673.JPG,Target_Spot
22748,8b0db49a-127f-47e5-b942-a869a028903a___Com.G_TgS_FL 0717.JPG,Target_Spot
22749,8b704194-2383-4bab-8a5b-9429ffc01b85___Com.G_TgS_FL 0930.JPG,Target_Spot
22750,8ba6d847-4193-43af-a999-8c7404700e83___Com.G_TgS_FL 9721.JPG,Target_Spot
22751,8baa930d-dd7a-4ac0-a917-91a6c996dcb5___Com.G_TgS_FL 0720.JPG,Target_Spot
22752,8bf33883-751c-4b5c-b50f-a955a4e0d8b7___Com.G_TgS_FL 1116.JPG,Target_Spot
22753,8c034f61-0b93-4b14-b5d6-5ed385cb93b1___Com.G_TgS_FL 7892.JPG,Target_Spot
22754,8c06b690-c804-4471-873f-e19f84d49fc7___Com.G_TgS_FL 8242.JPG,Target_Spot
22755,8c1dfdea-0c3d-48bd-9a38-04e2c42264de___Com.G_TgS_FL 9993.JPG,Target_Spot
22756,8c24d828-453c-4a03-8899-c7358d6da8c1___Com.G_TgS_FL 8401.JPG,Target_Spot
22757,8c37c82a-1eff-41f9-b485-8a889034d5cf___Com.G_TgS_FL 1050.JPG,Target_Spot
22758,8c8e659d-009f-49bf-b2be-7972c3680a20___Com.G_TgS_FL 8362.JPG,Target_Spot
22759,8cdd8352-69a6-471e-978b-2f733fb4d33d___Com.G_TgS_FL 0004.JPG,Target_Spot
22760,8ce8a9a0-3f3a-4a42-b5b0-1b2221af3d2a___Com.G_TgS_FL 9811.JPG,Target_Spot
22761,8d1245f0-fee1-4673-ba24-592d447d1163___Com.G_TgS_FL 0992.JPG,Target_Spot
22762,8d409efa-5d05-4317-a867-57f6dbf2a03f___Com.G_TgS_FL 0710.JPG,Target_Spot
22763,8d5ad6d9-7070-4022-a423-6812a09823f5___Com.G_TgS_FL 1029.JPG,Target_Spot
22764,8d694e08-2754-418c-8986-e0e554053e99___Com.G_TgS_FL 8235.JPG,Target_Spot
22765,8dd3f665-f683-427d-9435-2e62a2650cfd___Com.G_TgS_FL 9879.JPG,Target_Spot
22766,8e199c01-37e0-4631-a91c-ef5847433118___Com.G_TgS_FL 0934.JPG,Target_Spot
22767,8e1bf26a-722a-48b9-b668-09e871a4665a___Com.G_TgS_FL 0801.JPG,Target_Spot
22768,8e28d17d-8a3b-4994-beb6-79b041b5c44b___Com.G_TgS_FL 8246.JPG,Target_Spot
22769,8e2f4eef-df13-4467-8979-71a6ef511048___Com.G_TgS_FL 1001.JPG,Target_Spot
22770,8ec26e59-70dc-4eff-a1bb-3381a9b56d96___Com.G_TgS_FL 9992.JPG,Target_Spot
22771,8ef53996-d440-40b6-8665-2e3acf4f6b7b___Com.G_TgS_FL 9875.JPG,Target_Spot
22772,8f2a090d-92c1-4bf4-8806-a15a6de7d304___Com.G_TgS_FL 8219.JPG,Target_Spot
22773,8f2ba5ed-f8a4-4b31-9da4-5e4229bd0274___Com.G_TgS_FL 7880.JPG,Target_Spot
22774,8f675e4c-4511-47dd-9a01-41a8fe736dd4___Com.G_TgS_FL 8079.JPG,Target_Spot
22775,8fa4b03e-7abe-456e-a84e-2b490ada8b0f___Com.G_TgS_FL 9709.JPG,Target_Spot
22776,8fbcb71e-fa17-4918-8484-0a04a90e8ada___Com.G_TgS_FL 0972.JPG,Target_Spot
22777,8fbf987c-a9b3-45d9-a2ec-6304f9762530___Com.G_TgS_FL 9862.JPG,Target_Spot
22778,8fe77ca8-8f18-482f-8c30-745efe6ae1c9___Com.G_TgS_FL 8107.JPG,Target_Spot
22779,8fe7c34f-567b-444b-9cfa-70a1c797bd47___Com.G_TgS_FL 9917.JPG,Target_Spot
22780,902b00e9-f2b1-45e3-bd13-4f4428fd0833___Com.G_TgS_FL 0871.JPG,Target_Spot
22781,904ba0d5-9070-496a-8983-1eb75cd4149c___Com.G_TgS_FL 0049.JPG,Target_Spot
22782,907d3187-4443-47c6-a006-5683efdc3f95___Com.G_TgS_FL 0705.JPG,Target_Spot
22783,90939ea0-9f49-4b33-be99-8a36bd719b94___Com.G_TgS_FL 7918.JPG,Target_Spot
22784,90cc8935-7782-41f6-b7ba-61e8f19f3dd2___Com.G_TgS_FL 0644.JPG,Target_Spot
22785,90e8c029-1507-4eee-bfa4-8823eba676eb___Com.G_TgS_FL 8028.JPG,Target_Spot
22786,90eecef5-da97-4905-8144-e4ad2f2680b1___Com.G_TgS_FL 9937.JPG,Target_Spot
22787,90f8a11f-04f3-4d4d-a6c0-9b75e69ae66f___Com.G_TgS_FL 8048.JPG,Target_Spot
22788,91309b38-027b-4983-b095-d6838cfc14d4___Com.G_TgS_FL 1091.JPG,Target_Spot
22789,915d8bb1-5ea3-4f00-abdc-dda166e93d3d___Com.G_TgS_FL 8037.JPG,Target_Spot
22790,9177a9e9-dfe6-4922-9cdb-3fa5c41d5744___Com.G_TgS_FL 8414.JPG,Target_Spot
22791,91d62856-1ead-4c8a-9257-220883b2e508___Com.G_TgS_FL 9789.JPG,Target_Spot
22792,92168909-1d87-47af-9326-5a94171e45f2___Com.G_TgS_FL 8408.JPG,Target_Spot
22793,9246e5ab-5329-4b96-8718-0909998f4531___Com.G_TgS_FL 7975.JPG,Target_Spot
22794,9283430c-730c-4436-a57a-b49471817fd5___Com.G_TgS_FL 9941.JPG,Target_Spot
22795,92ce5ad2-619c-48bd-9668-61c02a68fee4___Com.G_TgS_FL 8129.JPG,Target_Spot
22796,92d6e053-7bed-4d98-9fb8-070325e8cf60___Com.G_TgS_FL 1129.JPG,Target_Spot
22797,92eccac5-524c-4790-b5cd-61e1f6235fef___Com.G_TgS_FL 8393.JPG,Target_Spot
22798,92f24fb5-b16e-4378-bcf6-fc5e2e1215a5___Com.G_TgS_FL 8088.JPG,Target_Spot
22799,931769ea-dbb8-4c11-a89c-fab55d9221c4___Com.G_TgS_FL 0813.JPG,Target_Spot
22800,9365125f-1687-4a9b-ba71-e92a869b774c___Com.G_TgS_FL 1120.JPG,Target_Spot
22801,939c6274-f21d-4d60-88db-c882d85d0b19___Com.G_TgS_FL 1025.JPG,Target_Spot
22802,93cbb115-c3d2-46f4-a8c9-fee6025b2311___Com.G_TgS_FL 0901.JPG,Target_Spot
22803,93fad1d9-90a1-4536-be9f-f197d85c51ef___Com.G_TgS_FL 8223.JPG,Target_Spot
22804,9414def1-5b7d-46c2-9192-18f8ec3daa04___Com.G_TgS_FL 7909.JPG,Target_Spot
22805,942dbcb4-7c9e-4ec7-beea-cd11383c7d83___Com.G_TgS_FL 0835.JPG,Target_Spot
22806,947d51e3-5c1f-4a54-b1bb-4e6f31f21140___Com.G_TgS_FL 0943.JPG,Target_Spot
22807,94d7b607-9ede-4e15-9afa-f031bb204d7c___Com.G_TgS_FL 0814.JPG,Target_Spot
22808,94f680e4-21b1-4cf1-965b-139c967534ab___Com.G_TgS_FL 0853.JPG,Target_Spot
22809,952327b8-3fd4-4953-9a40-4d033b0eae9a___Com.G_TgS_FL 1079.JPG,Target_Spot
22810,953657b3-2482-4e49-b3d8-1d028be92a0b___Com.G_TgS_FL 9744.JPG,Target_Spot
22811,95557bdf-e933-4181-a2b2-5fce8bccac51___Com.G_TgS_FL 8229.JPG,Target_Spot
22812,9563d213-98cb-4d7c-bf09-b05fdfacf622___Com.G_TgS_FL 9823.JPG,Target_Spot
22813,95a5d8e0-70f5-4327-8946-e43c44cecba3___Com.G_TgS_FL 9753.JPG,Target_Spot
22814,95c4cd26-0d05-410a-b61e-6fd459a4be56___Com.G_TgS_FL 1121.JPG,Target_Spot
22815,95db9df7-c0db-4694-8550-f328ee111116___Com.G_TgS_FL 8238.JPG,Target_Spot
22816,96028d51-a29b-4251-a0de-4615a6dc6d26___Com.G_TgS_FL 9730.JPG,Target_Spot
22817,96630998-2348-43ab-856e-34fe02398463___Com.G_TgS_FL 8227.JPG,Target_Spot
22818,96764a8f-0b36-4a69-9ed1-fd9e226b844c___Com.G_TgS_FL 0050.JPG,Target_Spot
22819,96c75932-74b2-4571-b668-f50f1526950d___Com.G_TgS_FL 0726.JPG,Target_Spot
22820,970f236d-e002-4393-b65d-f763feba78e2___Com.G_TgS_FL 9698.JPG,Target_Spot
22821,9719a548-125a-449c-8f7b-018f795e74c0___Com.G_TgS_FL 1063.JPG,Target_Spot
22822,97aef801-dfae-4670-b148-3a7cd50bede0___Com.G_TgS_FL 8040.JPG,Target_Spot
22823,988132c4-574d-471e-9c51-d9b14ab2e45e___Com.G_TgS_FL 9909.JPG,Target_Spot
22824,98c6f2fe-2d06-4233-b2d9-446d8bdb0d32___Com.G_TgS_FL 9891.JPG,Target_Spot
22825,9939cceb-a336-4bc0-9f0b-438bc418d157___Com.G_TgS_FL 9982.JPG,Target_Spot
22826,994414de-c6a6-4d55-8a61-eb0cd8d930c0___Com.G_TgS_FL 8367.JPG,Target_Spot
22827,9965b863-cf76-4d26-91a4-9681fbdd3ceb___Com.G_TgS_FL 8156.JPG,Target_Spot
22828,997dc7c6-4de8-40d8-8259-d22bc70d2f48___Com.G_TgS_FL 8153.JPG,Target_Spot
22829,99a34b13-338a-4653-b03b-0c5f41cd6dd2___Com.G_TgS_FL 9768.JPG,Target_Spot
22830,99c0eb04-8170-42e3-9dcf-392415815f44___Com.G_TgS_FL 8309.JPG,Target_Spot
22831,99f79576-bc7e-4f4d-a356-1c185855d29b___Com.G_TgS_FL 9794.JPG,Target_Spot
22832,9a03ff47-8285-478e-9e82-f4f51a7180a5___Com.G_TgS_FL 0010.JPG,Target_Spot
22833,9a0f94b8-4255-4d33-8f87-879b960f3471___Com.G_TgS_FL 0031.JPG,Target_Spot
22834,9a2e5ed6-a441-4d2b-8d50-fd44c1fde6dc___Com.G_TgS_FL 1110.JPG,Target_Spot
22835,9a6b79a4-64a9-4238-ba09-31d3312c785e___Com.G_TgS_FL 7943.JPG,Target_Spot
22836,9a8a98fe-5fd4-4630-bd49-35cfd3672e8b___Com.G_TgS_FL 9706.JPG,Target_Spot
22837,9a9c60f1-1991-4a5d-93b9-d546f75e8b03___Com.G_TgS_FL 9858.JPG,Target_Spot
22838,9ab320dc-b7f4-42ef-82ed-77c6431d0468___Com.G_TgS_FL 0817.JPG,Target_Spot
22839,9abdb77e-d5dd-4474-9909-a522106b9790___Com.G_TgS_FL 9968.JPG,Target_Spot
22840,9af07afd-a597-4c46-918b-6d6061e93edc___Com.G_TgS_FL 1059.JPG,Target_Spot
22841,9b2960c5-ee66-4f48-9cf8-a139cca7fd41___Com.G_TgS_FL 8108.JPG,Target_Spot
22842,9b2c3687-231d-456a-9b3a-df24481f9c12___Com.G_TgS_FL 8177.JPG,Target_Spot
22843,9b48e330-216d-4da6-89ce-10425eeb8578___Com.G_TgS_FL 8007.JPG,Target_Spot
22844,9b4de5ca-bdfe-40a5-ac89-99fd93483ce6___Com.G_TgS_FL 0719.JPG,Target_Spot
22845,9b50c55a-466c-4f71-8260-cd69394912ff___Com.G_TgS_FL 0703.JPG,Target_Spot
22846,9b765f2f-189e-4c9f-9c15-905f9185b3cf___Com.G_TgS_FL 8092.JPG,Target_Spot
22847,9b7cfdd0-77b2-4d9c-ba23-723b8c1fb65a___Com.G_TgS_FL 1058.JPG,Target_Spot
22848,9b9b1fcb-d50f-490c-8abe-252aea779c95___Com.G_TgS_FL 9895.JPG,Target_Spot
22849,9bcca2b9-103b-49bd-ab07-54c810d4c932___Com.G_TgS_FL 9684.JPG,Target_Spot
22850,9c35d282-72c1-458b-b430-2cefb43bebad___Com.G_TgS_FL 9883.JPG,Target_Spot
22851,9c5deedb-ca12-47d4-9fd0-029a49fdc9fd___Com.G_TgS_FL 7942.JPG,Target_Spot
22852,9c6d95a8-87be-441c-b232-93addadab9b8___Com.G_TgS_FL 0775.JPG,Target_Spot
22853,9c77930c-8758-4c44-a0e8-0bee30c1fd4b___Com.G_TgS_FL 9690.JPG,Target_Spot
22854,9c84ba58-c218-481c-844c-ef562860a15a___Com.G_TgS_FL 0954.JPG,Target_Spot
22855,9cde1f91-752e-4b1c-8c27-020937bebf34___Com.G_TgS_FL 8190.JPG,Target_Spot
22856,9cf9013a-c5b5-41a9-bf73-845b8e6d56f2___Com.G_TgS_FL 8016.JPG,Target_Spot
22857,9d04eab3-3ca0-4c04-aca6-6b63a5c0b491___Com.G_TgS_FL 0816.JPG,Target_Spot
22858,9d6a295a-f083-49df-875d-d1a6d49f352f___Com.G_TgS_FL 9837.JPG,Target_Spot
22859,9e498959-9c1a-460d-a383-b45fe86ba946___Com.G_TgS_FL 9922.JPG,Target_Spot
22860,9ecff2bd-36a3-49fb-a71f-3690d2a315e9___Com.G_TgS_FL 0945.JPG,Target_Spot
22861,9ee33eba-abc6-4f16-a292-46d0ded8e88d___Com.G_TgS_FL 9797.JPG,Target_Spot
22862,9f1ddd8c-a80d-4869-8cea-09b78bd16eb4___Com.G_TgS_FL 9987.JPG,Target_Spot
22863,9f277b20-0004-4d23-9106-aeaf21e0c3ad___Com.G_TgS_FL 9671.JPG,Target_Spot
22864,9f47b961-a5f0-42e9-bb2d-0ef5749116f8___Com.G_TgS_FL 8381.JPG,Target_Spot
22865,9f506760-72e7-4f57-b3b1-d866d89fbc51___Com.G_TgS_FL 0047.JPG,Target_Spot
22866,9f74980b-56b6-4eca-88f8-ca84e3232427___Com.G_TgS_FL 9697.JPG,Target_Spot
